,BRD_ID,Smiles,CID,
798,BRD-K89208535,CCc1cc2CC(Cc2cc1CC)NC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,6918554,
799,BRD-A95869247,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(c1)S(N)(=O)=O,3702,
800,BRD-K74057757,Clc1ccc(Cn2cc(C(=O)C(=O)Nc3ccncc3)c3ccccc23)cc1,2929,
801,BRD-K33226500,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12,5362440,
802,BRD-K90948141,CN(C(C)=O)c1cccc(c1)-c1ccnc2c(cnn12)C(=O)c1cccs1,6450813,
803,BRD-K17894950,O=C1Nc2ccccc2\C1=C1\Nc2ccccc2C1=O,10177,
804,BRD-A16296925,CCC(C(O)=O)c1ccc(cc1)N1Cc2ccccc2C1=O,107641,
805,BRD-K01815685,OCc1c[nH]c2ccccc12,3712,
806,BRD-K57222227,COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)O)c2c1,3715,
807,BRD-A44090213,CC(C(O)=O)c1ccc(cc1)N1Cc2ccccc2C1=O,3718,
808,BRD-K76953762,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,33625,
809,BRD-K93255255,Cn1cc(C[C@@H](N)C(O)=O)c2ccccc12,405012,
810,BRD-K93779381,C\C=C(\C)C(=O)O[C@H]1C(C)=C[C@@]23[C@H](C)C[C@@H]4[C@H]([C@H](C=C(CO)[C@@H](O)[C@]12O)C3=O)C4(C)C,6918670,
811,BRD-K11153516,NC(=O)c1ccc(I)c(c1)[N+]([O-])=O,9796068,
812,BRD-A28787076,OC[C@H]1OC([C@H](O)[C@@H]1O)n1cnc2c1nc[nH]c2=O,135403801,
813,BRD-K52618540,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O,892,
814,BRD-K84892605,Oc1c(Br)cc(cc1Br)-c1noc(n1)C(=O)NCc1ccc(Oc2ccccc2)cc1,135565181,
815,BRD-K98251413,OC(=O)CNC(=O)c1c(O)c2ccccc2n(Cc2ccccc2)c1=O,54685215,
816,BRD-K93468883,C[C@H](Nc1ncnc2[nH]cnc12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,50905713,
817,BRD-A96060515,CC(C)[N+]1(C)C2CC[C@H]1C[C@H](C2)OC(=O)C(CO)c1ccccc1,73440752,
818,BRD-K93618743,CC(C)Oc1ccc2c(c1)occ(-c1ccccc1)c2=O,3747,
819,BRD-K60038276,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1,3749,
820,BRD-K08547377,CCc1c2Cn3c(cc4c(COC(=O)[C@]4(O)CC)c3=O)-c2nc2ccc(OC(=O)N3CCC(CC3)N3CCCCC3)cc12,60838,
821,BRD-K74195153,Nc1nc(N)nc(n1)-c1cc(Cl)ccc1Cl,3752,
822,BRD-K06762493,CC(C)Cn1cnc2n(C)c(=O)n(C)c(=O)c12,65681,
823,BRD-K82181189,CC1=CC(=C(C=C1NN=C2C=C(C(=O)C=C2N)C)S(=O)(=O)O)C,135566302,
824,BRD-A93353767,Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,3760,
825,BRD-A07704283,CC(C)c1ccc2Sc3cc(F)ccc3CC(N3CCN(CCO)CC3)c2c1,115193,
826,BRD-K87202646,NNC(=O)c1ccncc1,3767,
827,BRD-K82225283,O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)O[N+]([O-])=O,27661,
828,BRD-A90799790,COC(=O)C1=C(C)NC(C)=C(C1c1cccc2nonc12)C(=O)OC(C)C,3784,
829,BRD-K95412502,C[C@]12CC[C@H]3[C@@H](CC(=O)[C@H]4C\C(CC[C@]34C)=N\OCCN)[C@@H]1CCC2=O,24951021,
830,BRD-K96740444,COc1ccc(cc1OC)C(=O)NCc1ccc(OCCN(C)C)cc1,3792,
831,BRD-A23067620,CCC(C)n1ncn(-c2ccc(cc2)N2CCN(CC2)c2ccc(OC[C@H]3CO[C@@](Cn4cncn4)(O3)c3ccc(Cl)cc3Cl)cc2)c1=O,55283,
832,BRD-K31385749,COc1cc2C[C@@H](CN(C)CCCN3CCc4cc(OC)c(OC)cc4CC3=O)c2cc1OC,21625941,
833,BRD-K52818472,CC(C)(C)c1cc(c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O)C(C)(C)C,16220172,
834,BRD-A48570745,CCC(C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C\C=C(C)\[C@@H](OC3C[C@H](OC)C(O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)\C=C\C=C3/CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,45114068,2
835,BRD-K03601870,C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](NC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(\C)=C\c1csc(C)n1,6445540,
836,BRD-K78659596,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O,25183872,
837,BRD-A66419424,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B1OC(=O)CC(CC(O)=O)(O1)C(O)=O,49867936,
838,BRD-K83837640,Cn1cc(CNCC2CCN(CC2)c2ncc(cn2)C(=O)NO)c2ccccc12,11538455,
839,BRD-K02123250,Cn1cc(cn1)-c1ccc2nnc(n2n1)C(F)(F)c1ccc2ncccc2c1,46911863,
840,BRD-K19220233,N#Cc1cc(cc(c1)-c1ccnc(Nc2ccc(cc2)-n2cnc(n2)-c2cccnc2)n1)N1CCOCC1,59588070,
841,BRD-K76401790,C1CCC2=C(C1)C(=C(S2)NC(=O)C3=CC=CC4=CC=CC=C43)C#N,766949,2
842,BRD-K25837718,CO[C@H]1[C@@H](CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC(=O)CC(C)C)[C@@H](O)[C@H](C)O2)[C@@H]([C@H]1O)N(C)C)OC(C)=O,23817954,2
843,BRD-K17588104,Cc1sc-2c(c1C)C(=N[C@H](CC(=O)OC(C)(C)C)c1nnc(C)n-21)c1ccc(Cl)cc1,49871818,
844,BRD-K54606188,Cc1sc-2c(c1C)C(=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n-21)c1ccc(Cl)cc1,46907787,
845,BRD-K17705806,CCc1ccc(OCc2ccccc2C(=O)Nc2ccc3nc(C)cc(N)c3c2)cc1,5311340,
846,BRD-K63150726,CCCCCOc1c(OC)ccc2cc(C(=O)NCc3ccc4OCOc4c3)c(=O)[nH]c12,9867770,
847,BRD-K57282030,COc1cc(OC)cc(c1)-c1ccc2ncc3ccc(=O)n(-c4ccc(N5CCNCC5)c(c4)C(F)(F)F)c3c2c1,69923936,
848,BRD-K53328210,COC1=CC=C(C=C1)C2(CCOCC2)CNC(=O)C3=CC=C(C=C3)NC(=O)C4=CC=CO4,2946601,
849,BRD-K83972459,CCN1CCN(Cc2ccc(Nc3ncc4N(C)C(=O)c5ccccc5N(C)c4n3)cc2C(F)(F)F)CC1,57340671,
850,BRD-A07815743,OCC1OC(C(O)C(O)C1O)c1c(O)ccc2c1occ(-c1ccc(O)cc1)c2=O,5385074,
851,BRD-A00376169,OC1O[C@@H]2COC(O[C@H]2[C@H](O)[C@H]1O)c1ccccc1,6917960,
852,BRD-K71164191,CCCCCCCCCCCCCCOc1ccc(o1)C(O)=O,115175,
853,BRD-K88506063,CC(C)NC(=O)COc1cccc(c1)-c1nc(Nc2ccc3[nH]ncc3c2)c2ccccc2n1,11950170,
854,BRD-K49671696,Fc1ccc(cc1)C(=O)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,3822,
855,BRD-A38350138,CC(=O)N1CCN(CC1)c1ccc(OCC2CO[C@@](Cn3ccnc3)(O2)c2ccc(Cl)cc2Cl)cc1,5702077,
856,BRD-A97739905,CC(C(O)=O)c1cccc(c1)C(=O)c1ccccc1,3825,
857,BRD-A40639672,OC(=O)C1CCn2c1ccc2C(=O)c1ccccc1,3826,
858,BRD-K28936863,CN1CCC(CC1)=C1c2ccsc2C(=O)Cc2ccccc12,3827,
859,BRD-A45540146,CC(C1=CN=CS1)NC(=O)NC2=C(C=C(C=C2)OC3=C4C=C(C(=CC4=NC=C3)OC)OC)OC,57345770,
860,BRD-K44100512,C1=CC2=C(C(=C3C4=C(C=C(C=C4)Br)NC3=O)N=C2C=C1)NO,448949,
861,BRD-K68407802,COc1cc2ncnc(Nc3cc(Br)c(O)c(Br)c3)c2cc1OC,3796,
862,BRD-A29901043,COc1cc(C)c(Sc2cnc(NC(=O)c3ccc(CNC(C)C(C)C)cc3)s2)cc1C(=O)N1CCN(CC1)C(C)=O,20635522,
863,BRD-K24859147,COCCNCCCn1c(C(=O)CF)c(-c2ccc(C)cc2)c2c(N)ncnc12,56965963,
864,BRD-K09186807,Fc1ccc(Cn2cccc(C(=O)N[C@@H](COc3ccc4[nH]c(=O)[nH]c4c3)c3ccccc3)c2=O)cc1F,49766501,
865,BRD-K79018442,C1CC1COC2=CC=CC(=O)C2=C3C=C(C(=C(N3)N)C#N)C4CCNCC4,135465539,
866,BRD-K49468759,CCN1CCC(CC1)n1cc(CNc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)nn1,44143370,
867,BRD-K78790801,CC1CCN(CC1)C2=C(C=CC(=C2)N3CCN(CC3)C)NC(=O)C4=CC(=CN4)C#N,11654378,
868,BRD-K24050847,CC1=C(C=C(C=C1)NC2=NC=NC(=C2)C3=CC(=CC=C3)N4C(=O)C5=CC=CC=C5C4=O)NS(=O)(=O)C,66577006,
869,BRD-A81177136,CN(C(Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N4CCN(CC4)c5ccccc5)S(=O)(=O)c6cccc7cnccc67,3838,2
870,BRD-K93480852,COc1ccc(cc1)S(=O)(=O)N(CCO)c2ccccc2CN(C)C/C=C/c3ccc(Cl)cc3,5312122,
871,BRD-K25311561,O=c1cc(oc(c1)-c1cccc2Sc3ccccc3Sc12)N1CCOCC1,5278396,
872,BRD-A90451247,CC1CN(CC(=O)Nc2ccc3Sc4c(Cc3c2)cccc4-c2cc(=O)cc(o2)N2CCOCC2)CC(C)O1,16117018,
873,BRD-K21718444,O=C(N1CCNCC1)c1ccc(cc1)\C=C\c1n[nH]c2ccccc12,11427553,
874,BRD-K41213548,CCc1c(O)cc(O)c(C(=O)c2ccc(OCCN3CCOCC3)c(OC)c2)c1CC(=O)N(CCOC)CCOC,23116322,2
875,BRD-K29968218,O=C(Cc1ccc(cn1)-c1ccc(OCCN2CCOCC2)cc1)NCc1ccccc1,23635314,
876,BRD-K89402695,Cc1c(CC(C)(C)C(O)=O)n(Cc2ccc(Cl)cc2)c2ccc(F)cc12,122070,
877,BRD-K28470988,CC(Oc1ccc(O)cc1)(P(O)(O)=O)P(O)(O)=O,132449,
878,BRD-A12237696,NC(CCCNC(N)=O)C(O)=O,833,
879,BRD-K26341917,C[N+](C)(C)[C@@H](Cc1c[nH]c(=S)[nH]1)C(O)=O,3037043,
880,BRD-K33141550,COC(=O)[C@@H](N)CCCNC(=N)N[N+]([O-])=O,39836,
881,BRD-A07440155,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(c1)C(N)=O,3869,
882,BRD-K43586850,CCOC(=O)C1=C(C)NC(C)=C(C1c1ccccc1\C=C\C(=O)OC(C)(C)C)C(=O)OCC,5311217,
883,BRD-A34513497,OC[C@H](O)[C@@H](O)C(O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,45006121,
884,BRD-K68232650,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,219078,
885,BRD-A67516570,O=C(CS(=O)Cc1ccco1)NC\C=C/COc1cc(CN2CCCCC2)ccn1,5282136,
886,BRD-K02992638,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,60825,
887,BRD-K93460210,Nc1nnc(c(N)n1)-c1cccc(Cl)c1Cl,3878,
888,BRD-K19687926,CS(=O)(=O)CCNCc1ccc(o1)-c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,208908,
889,BRD-K48894757,CS(=O)(=O)c1cc(F)cc2c3CC[C@H](CC(O)=O)c3n(Cc3ccc(Cl)cc3)c12,9867642,
890,BRD-A72711497,CC[C@H](C1OC(CC)(C[C@@H]1C)C1CC[C@](O)(CC)[C@H](C)O1)C(=O)C(C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(O)=O,6708465,
891,BRD-K10961822,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc1ccccc1,5311221,
892,BRD-K08248804,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N1CCC[C@H]1c1nc(cs1)C(=O)c1ccc(F)cc1,24737642,
893,BRD-K20008181,OC(=O)C[C@H]1CC[C@@H](CC1)c1ccc(cc1)-c1ccc(Nc2ccc(nc2)C(F)(F)F)cn1,53387035,
894,BRD-K04853698,C1CN(CCN1)c1ccc(cc1)-c1cnc2c(cnn2c1)-c1ccnc2ccccc12,25195294,
895,BRD-K05446112,COC(=O)N[C@@H](C(C)C)C(=O)N1CC2(CC2)C[C@H]1c1ncc([nH]1)-c1ccc2-c3ccc(cc3C(F)(F)c2c1)-c1ccc2nc([nH]c2c1)[C@@H]1[C@H]2CC[C@H](C2)N1C(=O)[C@@H](NC(=O)OC)C(C)C,67505836,2
896,BRD-K78692225,Cc1oncc1C(=O)Nc1ccc(cc1)C(F)(F)F,3899,2
897,BRD-A17883755,Nc1cccc2C(=O)N(Cc12)C1CCC(=O)NC1=O,216326,2
898,BRD-K39974922,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,9823820,2
899,BRD-K62398570,C(c1ccccc1)n1c(nc2ccccc12)N1CCNCC1,65997,2
900,BRD-K03289534,CCc1nn(CCO)c(CC)c1Oc1cc(cc(c1)C#N)C#N,16739244,
901,BRD-K75024268,OC(=O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12,53465279,
902,BRD-A27376179,C[C@]12OC(C[C@]1(O)CO)n1c3ccccc3c3c4C(=O)NCc4c4c5ccccc5n2c4c13,9932888,
903,BRD-K94288301,COc1cccc(c1)N1CCN(CC1)C1=Nc2c(F)cccc2[C@H](CC(O)=O)N1c1cc(ccc1OC)C(F)(F)F,45138674,
904,BRD-K88789588,N#Cc1ccc(cc1)C(c1ccc(cc1)C#N)n1cncn1,3902,
905,BRD-K34469523,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1,123600,
906,BRD-K73107279,C1CN2C[C@@H](N=C2S1)c1ccccc1,26879,
907,BRD-M89827113,CC1(C)Oc2ccc(cc2[C@H]([C@@H]1O)N1CCCC1=O)C#N.CC1(C)Oc2ccc(cc2[C@@H]([C@H]1O)N1CCCC1=O)C#N,76968376,
908,BRD-K49404994,CC[C@H](N1CCCC1=O)C(N)=O,5284583,
909,BRD-K31812033,CC(C)(C)NC[C@H](O)COc1cccc2C(=O)CCCc12,39468,
910,BRD-K33453211,C[C@@H]1CN(CC[C@]1(C(O)=O)c1ccccc1)[C@H]1CC[C@](CC1)(C#N)c1ccc(F)cc1,54385,
911,BRD-K27184429,OC(=O)COCCN1CCN(CC1)[C@H](c1ccccc1)c1ccc(Cl)cc1,1549000,
912,BRD-K09471561,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c2n1cc(C(O)=O)c3=O,149096,
913,BRD-A67616246,C(C1CN2CCC1CC2)N1c2ccccc2Sc2ccccc12,4066,
914,BRD-K35189033,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,13109,
915,BRD-K03095347,C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,3033825,
916,BRD-K30685142,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(O)=O,5819,
917,BRD-A56085258,COC(=O)NC(C)CNc1nccc(n1)-c1cn(nc1-c1cc(Cl)cc(NS(C)(=O)=O)c1F)C(C)C,70311789,
918,BRD-A22642447,NC(=O)N1c2ccccc2CC(O)c2ccccc12,114709,
919,BRD-K26011976,COc1cc(O)c(cc1C=CC(=O)c1ccc(O)cc1)C(C)(C)C=C,3923,
920,BRD-K68693535,CNC(=N)NC(=O)Nc1c(C)cccc1C,47510,
921,BRD-K52662033,CCN(CC)CC(=O)Nc1c(C)cccc1C,3676,
922,BRD-K62996583,Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,3926,
923,BRD-K96550715,CC#CCn1c(nc2n(C)c(=O)n(Cc3nc(C)c4ccccc4n3)c(=O)c12)N1CCC[C@@H](N)C1,10096344,
924,BRD-K66876909,CC(=O)NC[C@H]1CN(C(=O)O1)c1ccc(N2CCOCC2)c(F)c1,441401,
925,BRD-K99749624,Cc1ccc(F)c(NC(=O)Nc2ccc(cc2)-c2cccc3[nH]nc(N)c23)c1,11485656,
926,BRD-K59332007,O=C1N(c2ccccc2C1(Cc1ccncc1)Cc1ccncc1)c1ccccc1,3932,
927,BRD-K72922393,N=c1c[n+]([n-]o1)N1CCOCC1,5219,
928,BRD-K86118762,C[C@@]1(O)C[C@@H](C1)c1nc(-c2ccc3ccc(nc3c2)-c2ccccc2)c2c(N)nccn12,11640390,
929,BRD-K07667918,C[C@@]1(O)CC(C1)c1nc(-c2ccc3ccc(nc3c2)-c2ccccc2)c2c(N)nccn12,11640390,
930,BRD-K35775715,COc1cccc(n1)N(C)C(=S)Oc1ccc2CCCCc2c1,3936,
931,BRD-K31339321,CS(=O)(=O)Oc1ccc2c(NC(N)=O)c(oc2c1)C(=O)c1ccc(Cl)cc1Cl,6433118,
932,BRD-K67966701,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O,5362119,
933,BRD-A05334458,CC(O)CCCCn1c(=O)n(C)c2ncn(C)c2c1=O,57782,
934,BRD-K55847762,OC(=O)c1ccccc1Nc1cc(Cl)ccc1C(O)=O,3946,
935,BRD-K66937583,OC(=O)C(=O)Nc1cc(cc(NC(=O)C(O)=O)c1Cl)C#N,44564,
936,BRD-A02990301,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,30668,
937,BRD-K27955832,Nc1nc(OCc2cc(Br)cs2)c2[nH]cnc2n1,3025944,
938,BRD-K62858456,COc1ccc(CN2CCN(CC2)C(c2ccc(F)cc2)c2ccc(F)cc2)c(OC)c1OC,3949,
939,BRD-K92213669,FC(F)(F)CNC(=O)C1(CCCCN2CCC(CC2)NC(=O)c2ccccc2-c2ccc(cc2)C(F)(F)F)c2ccccc2-c2ccccc12,9853053,
940,BRD-K41599323,NC(=O)N1CCC(CC(=O)N2CCC(CC2)[C@H]2c3ncc(Br)cc3CCc3cc(Cl)cc(Br)c23)CC1,148195,
941,BRD-K78513633,OC(=O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,39562,
942,BRD-K61250553,CN(C)C(=O)C(CCN1CCC(O)(CC1)c1ccc(Cl)cc1)(c1ccccc1)c1ccccc1,3955,
943,BRD-K99451608,CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)COc1c(C)cccc1C)Cc1ccccc1,92727,
944,BRD-K82795137,CCOC(=O)N1CCC(CC1)=C1c2ccc(Cl)cc2CCc2cccnc12,3957,2
945,BRD-A11990600,OC1N=C(c2ccccc2Cl)c2cc(Cl)ccc2NC1=O,3958,
946,BRD-K55013654,C[C@H]1CNCCc2ccc(Cl)cc12,11658860,
947,BRD-A29854054,CCCCCN(CCCCC)C(=O)C(CCC(O)=O)NC(=O)c1ccc(Cl)c(Cl)c1,3960,2
948,BRD-K76205745,CCCCc1nc(Cl)c(CO)n1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1,3961,
949,BRD-K56195681,Cc1c(F)cc(cc1-c1ccc(cn1)C(=O)NCC(C)(C)C)C(=O)NC1CC1,11552706,
950,BRD-A43082555,CC(C(O)=O)c1ccc(CC2CCCC2=O)cc1,3965,
951,BRD-K31309378,CNC(=O)c1cccc2cc(ccc12)Oc1ccnc2cc(OCC3(N)CC3)c(OC)cc12,25031915,
952,BRD-K71058253,Clc1ccc([C@@H]2CS\C(S2)=C(\C#N)n2ccnc2)c(Cl)c1,3003141,
953,BRD-K69236721,Cc1ccc(NC(=O)C2(CC2)c2ccc3OC(F)(F)Oc3c2)nc1-c1cccc(c1)C(O)=O,16678941,
954,BRD-A92826379,O=C1CCCC2C3CC(CN12)[C@@H]1CCCCN1C3,6708718,
955,BRD-K51143828,O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(CC1)c1nsc2ccccc12,213046,
956,BRD-K05236810,Oc1cc(O)c2c(c1)oc(cc2=O)-c1ccc(O)c(O)c1,5280445,
957,BRD-K32101625,COc1cccc(c1)-c1ccc(cc1)[C@@H](Oc1cc(nc(N)n1)-c1ccc(C[C@H](N)C(O)=O)cc1)C(F)(F)F,23633604,
958,BRD-K54520417,Fc1ccc(cc1)-c1n(Cc2ccc(F)cc2Cl)nc2c(cccc12)C(F)(F)F,16734800,
959,BRD-K78055238,Fc1cc2CN(CCn3cc(C4=C(C(=O)NC4=O)c4cnc5ccccn45)c(c1)c23)C(=O)N1CCCCC1,10029385,
960,BRD-K34313798,OC(=O)[C@@H]1C[C@H]2C[C@@H](CCc3nn[nH]n3)CC[C@H]2CN1,127894,
961,BRD-K78118466,Cc1cccc(n1)-c1nn2CCCc2c1-c1ccnc2ccc(cc12)C(N)=O,10090485,
962,BRD-K59227464,CC(C)(C)Cn1c(N)nc2ccc(nc12)-c1[nH]c(nc1-c1ccc(F)cc1)C(C)(C)C,11539025,
963,BRD-K04993719,CCCC(CCC)C(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,11646777,2
964,BRD-K14109347,Cc1cnc(NC(=O)Nc2cc(Br)c(C)cc2OC[C@@H]2CNCCO2)cn1,11955855,2
965,BRD-K25630527,Cc1cc(Nc2cc(CN3CCOCC3)c3nc(C)c(Cc4ccc(Cl)cc4F)n3n2)[nH]n1,46213929,2
966,BRD-K18961567,Cc1ccc(C(=O)Nc2ccc(Oc3cc4cnn(C)c4cc3-c3cn[nH]c3)c(F)c2)c(=O)n1-c1ccc(F)cc1,44603533,2
967,BRD-K94534639,C[C@]1(CCSC(N)=N1)c1cc(c(F)cc1F)-c1cncnc1,44251605,
968,BRD-K17203476,C[C@@H](Oc1ccc2[nH]nc(\C=C\c3cnn(CCO)c3)c2c1)c1c(Cl)cncc1Cl,46944259,
969,BRD-K17953908,NC1=N[C@]2(COC[C@@H]2CS1)c1cc(NC(=O)c2ccc(F)cn2)ccc1F,73265271,
970,BRD-K27305650,O=c1cc(oc2c(cccc12)-c1ccccc1)N1CCOCC1,3973,
971,BRD-K48812570,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,16004692,
972,BRD-K97884852,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1,4006,
973,BRD-K66035042,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,5780,
974,BRD-A77216878,CCCC[C@@H](C)\C=C(C)\C=C(/C)C(=O)NC1=C[C@@](O)(\C=C\C=C\C=C\C(=O)NC2C(=O)CCC2=O)[C@@H]2OC2C1=O,73707404,
975,BRD-K25433859,CNCCCC12CCC(c3ccccc13)c1ccccc21,4011,
976,BRD-A04352665,CC(C)c1nnc(C)n1C1CC2CCC(C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,483407,
977,BRD-K59524082,CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,471161,
978,BRD-K21396683,CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](O)C(=O)NO)C(C)(C)C,119031,
979,BRD-K71035033,CN1CCN(Cc2ccc(cc2)C(=O)Nc2ccc(C)c(Nc3nc(cs3)-c3cccnc3)c2)CC1,10074640,
980,BRD-A87130939,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,4534,
981,BRD-K81332461,[2H]C([2H])([2H])C(O)(CCO[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)C[C@H](O)C1=C)C([2H])([2H])[2H],66577028,
982,BRD-A68464583,OC1(N2CCN=C2c2ccccc12)c1ccc(Cl)cc1,4020,
983,BRD-K32218650,CCc1cnc(nc1)N1CCC(CC1)c1nc(COc2ccc(cc2)-n2cnnn2)cs1,25025505,
984,BRD-K94335714,CN1C=C(C=C1C=CC(=O)NO)C=CC(=O)C2=CC(=CC=C2)F,71433510,
985,BRD-K75844781,Clc1cccc(c1)N1CCNCC1,1355,
986,BRD-K92758126,C[C@@]12[C@H]3[C@H](C(O)=O)[C@@]45CC(=C)[C@@](O)(C4)CC[C@H]5[C@]3(OC1=O)C=C[C@@H]2O,6466,
987,BRD-A50764878,O=C1CC2(CCCC2)CC(=O)N1CCNCC1COc2ccccc2O1,60769,
988,BRD-K77987382,COC(=O)Nc1nc2ccc(cc2[nH]1)C(=O)c1ccccc1,4030,
989,BRD-A20119038,CNC1(C)C2CCC(C2)C1(C)C,4032,
990,BRD-A50311610,Cc1cccc(CN2CCN(CC2)C(c2ccccc2)c2ccc(Cl)cc2)c1,4034,
991,BRD-K50398167,Cc1ccc(Cl)c(Nc2ccccc2C(O)=O)c1Cl,4037,
992,BRD-A21607826,CC(c1c[nH]cn1)c1cccc(C)c1C,68602,2
993,BRD-A61221616,C[C@H]1CC2C3CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CCC2[C@@]2(C)CCC(=O)C=C12,5702080,2
994,BRD-A20126139,C[C@H]1CC2C3CC[C@H](C(C)=O)[C@@]3(C)C[C@H](O)C2[C@@]2(C)CCC(=O)C=C12,5702081,
995,BRD-A89585551,OC(C1CCCCN1)c1cc(nc2c(cccc12)C(F)(F)F)C(F)(F)F,4046,
996,BRD-K51324732,COc1ccc(Cl)cc1C(=O)NCCc1ccc(cc1)C(O)=O,41214,
997,BRD-K14529030,CN1C(=O)\C(c2ccccc12)=C1\C(=O)Nc2ccccc12,126274,
998,BRD-K97530723,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,896,
999,BRD-A84174393,CN1C(C(=O)Nc2ncc(C)s2)C(=O)c2ccccc2S1(=O)=O,10291556,
1000,BRD-K92984783,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,15387,
1001,BRD-K78126613,CC1=CC(=O)c2ccccc2C1=O,4055,
1002,BRD-A45889380,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,237,
1003,BRD-A82772293,CN1CCCC(CN2c3ccccc3Sc3ccccc23)C1,6075,
1004,BRD-K18194590,CNC(C)(C)Cc1ccccc1,3677,
